STATE,DOMAIN,CLUSTER,AGEFLAG,HOMEOWNR,GENDER,DATASRCE,GEOCODE2,DOMAIN_A,DOMAIN_B
other,R2,45,E,H,M,3,D,R,2
NC,R2,46,E,H,M,2,B,R,2
TX,S2,16,,H,M,2,A,S,2
WA,C1,24,E,H,F,3,A,C,1
MI,T2,36,E,U,M,2,D,T,2
TX,T2,38,,H,F,2,A,T,2
WI,U2,5,E,H,F,3,B,U,2
TX,C3,30,E,H,other,2,B,C,3
other,T3,41,,H,M,3,C,T,3
CA,U4,10,,U,F,Not matched,A,U,4
CA,C1,24,E,H,F,2,C,C,1
other,C3,32,,U,F,Not matched,B,C,3
TX,U4,10,E,U,M,1,A,U,4
other,R3,50,E,U,F,2,D,R,3
IN,R2,49,E,H,M,3,B,R,2
MI,S1,13,,U,F,Not matched,A,S,1
NC,C2,27,E,H,F,3,C,C,2
TX,U4,10,E,U,F,1,B,U,4
WI,T1,35,E,U,F,1,B,T,1
FL,R2,40,E,H,M,3,C,R,2
CA,R2,40,,U,F,2,A,R,2
WA,S2,18,E,U,M,3,B,S,2
FL,C2,25,E,H,M,3,B,C,2
CA,U1,2,E,H,F,3,A,U,1
WA,T2,40,,H,F,2,A,T,2
NC,R2,43,E,H,F,3,C,R,2
WI,C3,31,E,H,F,3,C,C,3
WI,S3,21,E,H,F,3,B,S,3
WA,S2,18,E,U,M,1,B,S,2
FL,S2,18,E,H,M,2,B,S,2
WA,R2,44,,U,M,Not matched,B,R,2
FL,C2,27,,U,F,1,B,C,2
CA,U2,7,,H,other,2,A,U,2
other,R2,40,E,H,F,2,C,R,2
WA,T2,38,E,U,F,2,D,T,2
other,S2,16,E,H,M,3,B,S,2
CA,T2,40,E,H,M,3,C,T,2
IL,C3,30,,U,M,1,A,C,3
MO,S2,16,E,U,F,2,B,S,2
other,C2,29,,U,M,Not matched,B,C,2
other,S1,15,I,U,M,Not matched,D,S,1
CA,U2,5,E,H,M,3,A,U,2
CA,C3,33,E,H,F,2,B,C,3
other,R3,51,I,U,M,Not matched,C,R,3
MO,R3,51,I,U,M,Not matched,D,R,3
CA,S2,19,,U,M,Not matched,A,S,2
TX,C3,30,E,U,F,2,A,C,3
WA,R2,46,E,U,M,3,D,R,2
GA,R2,49,,U,F,Not matched,D,R,2
NC,R2,47,E,U,F,3,C,R,2
CA,T2,38,E,H,F,1,B,T,2
TX,C1,24,E,H,M,3,A,C,1
other,R2,45,E,H,F,2,D,R,2
MO,R3,53,,H,F,3,D,R,3
other,R2,46,E,H,F,2,D,R,2
NC,R2,44,I,U,F,Not matched,B,R,2
NC,C3,32,,U,F,2,C,C,3
FL,C1,23,E,H,M,3,B,C,1
other,S1,11,I,U,F,Not matched,B,S,1
other,C2,28,E,H,M,3,A,C,2
other,R2,40,E,U,M,3,B,R,2
IL,S1,12,E,H,F,3,A,S,1
other,C3,30,E,H,F,3,C,C,3
IL,C2,25,E,U,F,2,A,C,2
CA,S1,12,E,H,F,3,A,S,1
FL,C2,27,E,H,F,3,B,C,2
GA,C1,24,E,H,M,2,A,C,1
other,R2,40,,U,F,2,B,R,2
CA,T3,41,,H,M,3,A,T,3
IL,R2,45,E,H,M,3,D,R,2
other,C1,23,E,U,M,3,B,C,1
WA,T1,35,E,U,F,3,C,T,1
MI,S2,16,E,H,F,2,A,S,2
FL,R2,43,E,H,F,2,D,R,2
FL,U3,8,E,H,F,3,A,U,3
other,T2,36,,U,M,Not matched,D,T,2
CA,S1,13,I,H,F,1,A,S,1
IL,R2,44,E,U,M,3,D,R,2
TX,S1,14,E,H,F,3,A,S,1
other,R3,51,I,U,M,3,C,R,3
other,T2,36,E,H,F,2,B,T,2
other,R2,45,,U,M,Not matched,D,R,2
other,T2,36,E,H,F,3,C,T,2
MI,T1,35,,U,M,Not matched,A,T,1
WI,R2,49,E,U,F,1,B,R,2
other,C3,30,E,H,F,3,B,C,3
other,U1,1,,H,M,2,B,U,1
TX,S2,16,E,H,F,3,A,S,2
CA,C1,24,,U,F,Not matched,A,C,1
MI,T2,40,E,U,M,2,A,T,2
WA,R2,45,,U,M,Not matched,D,R,2
FL,C1,24,E,H,F,2,B,C,1
FL,C1,23,,U,M,Not matched,B,C,1
CA,S2,17,,U,M,Not matched,A,S,2
MI,U2,5,I,H,other,3,A,U,2
NC,R1,42,E,H,M,3,B,R,1
other,U3,8,,U,M,Not matched,B,U,3
WA,T1,35,E,U,F,2,A,T,1
TX,T1,35,E,H,M,3,C,T,1
other,T2,36,E,H,M,3,B,T,2
CA,U1,3,,U,F,Not matched,A,U,1
other,R2,45,,U,M,2,D,R,2
MI,S2,17,E,U,M,2,B,S,2
MO,S1,12,E,H,M,2,A,S,1
other,S1,14,E,H,F,3,A,S,1
MI,S2,16,E,H,F,3,B,S,2
NC,T2,38,,U,M,Not matched,C,T,2
CA,S1,13,E,H,M,3,A,S,1
CA,C1,23,I,U,F,1,A,C,1
FL,S2,18,I,H,other,3,A,S,2
TX,C1,22,E,H,M,3,A,C,1
other,R2,40,,U,F,2,B,R,2
CA,R2,46,E,H,F,2,D,R,2
other,T2,40,E,U,F,1,C,T,2
other,S1,12,I,U,M,2,B,S,1
WA,R2,46,E,H,M,3,D,R,2
CA,T2,40,E,H,F,2,B,T,2
CA,S1,13,,U,F,Not matched,A,S,1
CA,S3,21,,H,other,3,A,S,3
IN,C3,30,E,H,M,2,A,C,3
other,T2,40,,U,F,Not matched,D,T,2
WA,C2,27,E,H,M,3,B,C,2
FL,S2,18,I,U,F,Not matched,A,S,2
other,R1,42,,H,F,2,B,R,1
other,R3,51,E,H,M,3,B,R,3
other,S3,21,I,U,other,1,B,S,3
other,R1,42,,U,other,2,B,R,1
GA,T2,38,E,H,M,2,D,T,2
other,C1,24,E,H,F,3,B,C,1
IL,C2,27,,H,F,2,A,C,2
CA,R2,44,E,H,F,3,C,R,2
other,S1,13,,U,F,Not matched,B,S,1
TX,T2,39,,H,F,2,C,T,2
CA,S1,13,,H,F,3,A,S,1
other,R2,49,,U,F,Not matched,D,R,2
FL,S1,11,E,U,F,2,A,S,1
CA,R1,42,E,H,M,2,D,R,1
FL,C3,30,E,H,F,3,A,C,3
other,S1,12,E,H,F,3,B,S,1
MI,R1,42,,U,F,2,C,R,1
other,T1,34,I,U,F,2,C,T,1
CA,U2,6,I,U,M,Not matched,A,U,2
other,T1,35,,H,M,3,B,T,1
FL,C2,29,E,H,F,3,B,C,2
CA,R2,49,E,H,M,3,C,R,2
CA,T2,40,I,U,M,Not matched,C,T,2
WA,R3,51,,U,M,1,C,R,3
CA,T2,38,I,U,F,Not matched,B,T,2
FL,C1,24,E,H,F,2,C,C,1
CA,U1,2,,U,F,Not matched,A,U,1
other,R2,44,,U,F,2,B,R,2
CA,T2,40,E,H,M,2,B,T,2
GA,T1,35,E,H,M,1,A,T,1
FL,S1,12,E,H,M,3,A,S,1
CA,T3,41,E,H,F,3,B,T,3
other,R3,51,E,U,M,2,D,R,3
other,R2,43,E,U,F,2,D,R,2
IN,C1,22,,U,F,Not matched,C,C,1
WI,R2,44,E,H,M,2,C,R,2
FL,U1,3,E,U,M,3,A,U,1
other,C3,30,E,U,F,3,D,C,3
MI,R2,43,E,U,M,3,D,R,2
IL,U1,1,E,U,F,1,A,U,1
IL,S2,18,E,H,M,2,A,S,2
other,R2,46,,U,M,1,B,R,2
CA,C2,27,E,H,F,3,B,C,2
TX,U1,2,E,H,F,3,A,U,1
CA,U3,9,I,U,F,Not matched,A,U,3
other,T1,35,E,H,F,3,B,T,1
FL,C2,29,,U,M,1,B,C,2
WA,T2,40,I,U,M,3,A,T,2
FL,C2,29,E,H,M,3,A,C,2
CA,T2,40,E,H,F,3,C,T,2
FL,R2,47,E,U,M,1,B,R,2
WI,C1,24,,U,F,Not matched,B,C,1
WI,R3,53,E,U,F,3,D,R,3
other,R3,51,E,H,F,3,B,R,3
other,C3,30,E,H,M,3,C,C,3
CA,U1,3,E,H,F,3,A,U,1
other,T3,41,E,H,F,2,B,T,3
FL,C2,25,E,H,F,3,C,C,2
other,C3,32,E,H,F,3,B,C,3
other,R2,45,E,U,F,3,D,R,2
WI,S2,16,E,H,M,3,B,S,2
other,T1,35,I,H,other,1,B,T,1
other,T3,41,E,H,M,3,D,T,3
MI,S1,14,,U,M,3,A,S,1
other,R3,50,,U,F,Not matched,B,R,3
CA,U2,7,I,U,F,Not matched,A,U,2
CA,U2,4,,U,F,Not matched,A,U,2
GA,T3,41,,U,F,Not matched,C,T,3
FL,T2,36,E,H,F,3,B,T,2
other,T3,41,E,H,F,3,B,T,3
other,R2,45,,U,F,Not matched,D,R,2
CA,U4,10,E,H,M,2,B,U,4
GA,R2,40,E,H,M,1,A,R,2
MI,S1,12,,U,other,3,A,S,1
FL,C2,28,E,H,F,1,C,C,2
other,S2,16,,H,F,2,B,S,2
MI,S1,14,E,U,F,3,A,S,1
CA,R2,46,I,U,M,Not matched,C,R,2
TX,S3,21,E,H,F,2,A,S,3
GA,C2,25,E,H,F,3,A,C,2
CA,S1,11,I,U,M,Not matched,A,S,1
NC,C3,32,,U,F,2,B,C,3
other,C2,26,E,H,F,3,B,C,2
other,C3,30,E,H,M,3,B,C,3
GA,T1,34,E,H,F,3,D,T,1
IN,T2,37,E,U,F,2,D,T,2
IL,R3,51,E,H,F,3,D,R,3
other,T2,40,E,U,F,3,B,T,2
TX,S2,18,E,H,M,2,A,S,2
IN,T1,35,,U,M,Not matched,C,T,1
NC,T2,36,,U,F,Not matched,C,T,2
other,C3,30,E,H,F,3,B,C,3
MO,T3,41,E,U,F,3,D,T,3
FL,C2,28,E,H,F,3,C,C,2
other,T1,35,E,H,M,3,B,T,1
other,C3,31,,U,F,Not matched,C,C,3
other,S3,21,I,U,M,Not matched,B,S,3
TX,T2,39,E,U,F,1,C,T,2
IL,T1,35,E,U,F,3,A,T,1
other,S1,12,E,H,M,3,B,S,1
GA,S1,14,E,H,F,3,A,S,1
TX,T2,39,E,H,M,3,B,T,2
other,C1,22,E,H,F,3,B,C,1
IL,S1,12,E,H,M,3,A,S,1
MI,T2,39,I,H,F,2,C,T,2
IL,T2,40,E,H,M,3,A,T,2
other,U2,4,E,H,F,3,B,U,2
other,R2,49,,H,M,2,B,R,2
other,R3,51,E,U,F,2,D,R,3
other,R2,45,,U,M,2,D,R,2
other,C3,31,E,U,F,2,B,C,3
GA,R2,47,,U,F,Not matched,D,R,2
FL,U1,3,E,H,M,3,A,U,1
IN,S3,21,E,H,F,3,B,S,3
IL,U1,2,E,H,F,3,A,U,1
other,C3,31,,U,M,2,C,C,3
TX,S1,11,E,H,F,2,B,S,1
CA,U1,3,E,H,M,3,A,U,1
other,R2,49,,U,F,2,D,R,2
other,R2,45,I,U,F,Not matched,D,R,2
other,C1,24,E,H,M,3,B,C,1
other,C1,24,E,U,M,2,C,C,1
other,R2,48,,U,M,3,D,R,2
FL,T1,35,E,H,F,3,C,T,1
CA,U3,8,I,U,F,3,A,U,3
CA,U3,9,I,U,F,2,A,U,3
WI,C2,28,E,U,F,3,C,C,2
CA,T2,40,E,H,M,3,A,T,2
MI,T3,41,,U,F,3,D,T,3
MO,S2,18,E,H,F,3,B,S,2
other,T2,39,E,H,F,3,B,T,2
WA,S2,16,,U,F,1,B,S,2
FL,C2,27,E,H,F,3,A,C,2
FL,U2,6,E,H,F,3,A,U,2
WI,T2,38,E,U,M,1,B,T,2
MI,C2,27,,U,M,Not matched,C,C,2
other,U2,4,,U,M,2,B,U,2
other,T1,34,E,H,M,3,B,T,1
FL,C1,23,E,H,M,2,B,C,1
WA,R1,42,E,U,M,1,A,R,1
other,C1,24,,U,other,Not matched,B,C,1
other,C1,22,,U,M,3,A,C,1
other,R3,53,,H,F,3,D,R,3
CA,S1,13,I,U,F,2,A,S,1
MO,S1,12,E,H,M,3,B,S,1
other,R2,49,E,U,M,2,D,R,2
FL,C2,27,E,H,M,3,C,C,2
FL,U1,2,E,H,F,3,A,U,1
NC,R2,49,E,U,M,3,B,R,2
TX,T2,39,,U,F,2,B,T,2
MI,R2,43,I,U,M,Not matched,D,R,2
other,S1,12,E,H,F,2,A,S,1
other,T2,40,E,H,F,3,A,T,2
other,T2,36,,U,M,Not matched,D,T,2
TX,R2,45,E,H,M,3,C,R,2
TX,C1,24,E,H,M,3,C,C,1
IL,T2,37,E,U,F,2,A,T,2
FL,S2,18,E,H,F,2,A,S,2
FL,C2,28,E,H,F,1,A,C,2
CA,U1,2,E,H,F,3,A,U,1
TX,S1,14,E,H,F,2,A,S,1
CA,S1,11,,H,F,3,A,S,1
other,C3,30,E,H,M,3,B,C,3
other,R3,51,E,H,F,2,D,R,3
FL,S3,21,,U,F,2,A,S,3
other,R2,46,E,H,F,3,B,R,2
other,R2,43,,U,F,Not matched,C,R,2
other,S3,21,E,U,F,2,B,S,3
MO,C1,23,E,H,F,3,A,C,1
NC,C2,28,I,U,M,Not matched,C,C,2
other,T2,40,E,H,F,3,C,T,2
CA,S2,17,E,H,M,3,A,S,2
other,C3,30,E,H,F,1,B,C,3
MO,C3,30,,U,F,1,B,C,3
MO,T2,38,E,U,F,3,D,T,2
TX,U3,9,,U,F,3,B,U,3
WI,R2,44,,U,other,Not matched,C,R,2
CA,S1,14,,U,F,Not matched,A,S,1
FL,T2,39,,U,M,Not matched,A,T,2
other,T1,34,E,H,M,3,D,T,1
CA,S2,20,E,H,F,2,A,S,2
MO,S2,16,E,H,M,3,A,S,2
other,R2,49,E,U,F,2,C,R,2
WA,S1,11,,U,other,1,A,S,1
NC,C2,27,E,H,F,2,C,C,2
other,C2,27,E,H,F,3,C,C,2
TX,C1,22,,U,F,Not matched,A,C,1
GA,C1,24,E,H,F,3,B,C,1
TX,S1,14,E,U,F,3,A,S,1
CA,U4,10,I,U,M,2,B,U,4
FL,S2,20,,U,M,Not matched,A,S,2
other,R3,51,,U,M,2,D,R,3
WI,U4,10,E,H,F,3,A,U,4
MI,R2,49,E,H,F,3,B,R,2
other,U4,10,,U,F,Not matched,A,U,4
WI,R3,51,,U,F,Not matched,C,R,3
other,T2,40,E,H,F,3,D,T,2
other,S1,11,E,H,F,3,A,S,1
IL,U1,2,E,H,F,2,A,U,1
IL,C2,27,E,H,M,3,A,C,2
IL,T2,36,E,U,M,2,D,T,2
FL,R2,48,E,H,F,2,C,R,2
other,C2,25,E,H,M,3,B,C,2
other,T2,39,,U,M,1,B,T,2
other,T3,41,,U,F,Not matched,B,T,3
GA,T2,39,E,H,F,2,C,T,2
other,R3,50,,H,M,3,D,R,3
CA,U4,10,E,H,F,2,A,U,4
WI,R3,53,,U,F,1,D,R,3
CA,S2,20,,U,M,Not matched,A,S,2
GA,T1,35,,H,M,1,B,T,1
other,S1,14,E,H,F,1,B,S,1
other,T2,40,E,H,M,2,B,T,2
MI,U4,10,E,H,F,2,A,U,4
GA,S1,12,E,H,M,3,B,S,1
other,T1,34,,H,F,2,C,T,1
other,C2,27,E,U,F,3,C,C,2
CA,U1,3,,H,M,3,A,U,1
CA,C2,27,E,H,F,2,A,C,2
IL,C1,24,E,H,F,3,A,C,1
FL,T3,41,,U,F,Not matched,B,T,3
other,T1,34,E,H,M,2,D,T,1
TX,S2,18,,U,M,Not matched,A,S,2
other,S1,12,E,H,F,1,B,S,1
CA,C3,30,,H,F,1,A,C,3
other,S1,12,,U,F,Not matched,A,S,1
other,R2,43,,U,M,3,D,R,2
WI,U3,8,,U,M,2,A,U,3
CA,C1,24,E,H,M,3,A,C,1
CA,C3,31,E,H,F,3,A,C,3
CA,U1,2,E,H,F,3,A,U,1
MO,T2,39,E,H,M,2,A,T,2
MO,R2,45,E,U,M,3,B,R,2
other,U3,9,E,H,M,3,B,U,3
IN,R2,44,E,H,M,3,B,R,2
other,C2,27,,U,F,Not matched,C,C,2
other,U1,3,,U,F,Not matched,D,U,1
CA,U3,9,E,H,F,3,A,U,3
MI,S1,11,,U,F,Not matched,A,S,1
NC,T1,35,E,H,F,2,B,T,1
other,S1,12,E,H,F,3,B,S,1
other,R2,44,E,U,M,2,B,R,2
other,R1,42,,U,F,3,D,R,1
FL,S2,17,E,H,F,3,B,S,2
CA,U2,7,,U,F,3,A,U,2
NC,R2,44,,U,F,2,D,R,2
FL,U2,5,E,H,F,3,A,U,2
MO,T1,34,,H,other,3,B,T,1
IN,T2,36,E,H,M,3,D,T,2
FL,U1,3,I,U,F,Not matched,A,U,1
GA,T1,35,,H,other,3,A,T,1
FL,R2,45,E,H,F,2,C,R,2
TX,S1,13,E,H,M,3,A,S,1
FL,C2,28,I,U,F,Not matched,B,C,2
CA,S1,14,,H,M,2,A,S,1
other,C3,30,E,H,F,3,C,C,3
other,T2,37,,U,M,Not matched,B,T,2
other,R3,50,E,U,M,2,D,R,3
NC,C2,27,E,H,M,3,B,C,2
other,R2,43,E,H,M,3,B,R,2
NC,R2,49,E,H,M,3,C,R,2
other,S1,14,,H,F,3,A,S,1
TX,R2,49,,H,F,2,D,R,2
CA,U4,10,E,H,F,3,A,U,4
other,R2,45,E,U,F,3,D,R,2
GA,S1,15,E,H,M,3,A,S,1
TX,R2,48,E,U,M,3,D,R,2
FL,U2,7,E,H,F,2,A,U,2
other,S3,21,E,H,F,3,B,S,3
GA,C3,30,E,H,F,3,A,C,3
IN,R2,43,,U,M,3,D,R,2
other,R1,42,E,H,M,2,C,R,1
other,R2,46,,U,F,Not matched,D,R,2
CA,C1,23,E,U,M,3,A,C,1
CA,S2,19,,U,F,1,A,S,2
other,C3,30,,U,M,Not matched,C,C,3
CA,S2,18,E,H,M,2,A,S,2
IL,U4,10,I,H,other,3,A,U,4
other,S2,18,,H,M,3,C,S,2
other,S1,14,E,H,M,3,B,S,1
WA,S1,13,,U,M,Not matched,A,S,1
TX,S1,12,E,H,M,2,A,S,1
NC,C3,32,,H,M,2,B,C,3
other,T1,35,E,H,F,3,C,T,1
other,S1,12,E,H,F,3,B,S,1
CA,S2,18,,U,F,Not matched,A,S,2
IL,U1,3,E,H,F,3,A,U,1
other,R2,43,,U,F,Not matched,D,R,2
IN,T1,35,E,H,M,3,C,T,1
other,S1,14,E,H,F,3,B,S,1
TX,U1,2,E,H,F,1,B,U,1
WA,T2,40,E,H,M,3,C,T,2
other,T3,41,E,U,F,3,D,T,3
CA,S1,12,I,U,F,Not matched,A,S,1
IN,T2,36,E,H,M,2,D,T,2
WI,S2,18,E,H,M,3,B,S,2
FL,T3,41,E,U,M,1,A,T,3
NC,T2,40,E,H,F,3,B,T,2
WA,T1,35,E,U,F,3,A,T,1
other,C2,25,,U,M,2,C,C,2
IL,T1,35,E,H,M,3,A,T,1
CA,T1,35,E,H,M,3,A,T,1
other,T1,34,E,H,F,2,D,T,1
MI,C3,32,E,U,F,2,A,C,3
NC,R2,46,E,H,F,3,C,R,2
IN,S3,21,E,H,F,3,B,S,3
WI,C3,30,E,H,F,2,C,C,3
TX,U3,9,,U,M,Not matched,A,U,3
other,R3,53,E,H,F,2,D,R,3
other,U1,2,E,H,F,3,B,U,1
other,T1,35,,U,F,Not matched,B,T,1
other,T3,41,,U,M,1,B,T,3
FL,C3,33,E,H,M,3,C,C,3
CA,U3,8,,U,M,Not matched,A,U,3
NC,T2,36,E,H,F,3,B,T,2
other,T3,41,E,H,M,3,C,T,3
WA,C3,30,E,H,M,2,C,C,3
CA,T1,35,,H,other,3,A,T,1
other,R2,46,E,U,F,2,D,R,2
other,C2,29,,U,M,3,B,C,2
IL,R2,44,,U,F,Not matched,C,R,2
other,S1,13,E,H,M,2,B,S,1
other,T3,41,E,H,F,2,D,T,3
NC,R2,43,E,H,M,2,D,R,2
other,S2,16,,U,F,Not matched,B,S,2
TX,R3,52,E,U,M,2,D,R,3
other,T2,39,E,H,F,3,C,T,2
other,C3,32,E,H,M,3,B,C,3
other,S1,12,E,H,F,3,A,S,1
MI,U4,10,E,H,F,2,A,U,4
other,C2,26,E,H,M,3,B,C,2
CA,S1,12,,H,other,2,A,S,1
other,T2,38,,H,M,2,B,T,2
other,C1,24,E,H,F,2,B,C,1
MI,S2,18,E,H,M,3,B,S,2
IL,C2,27,E,H,M,2,A,C,2
IN,T2,39,I,H,other,2,C,T,2
GA,R2,47,,U,F,Not matched,D,R,2
other,R2,48,E,H,F,3,D,R,2
CA,S2,18,E,H,M,3,B,S,2
other,R2,44,E,U,F,1,D,R,2
CA,U2,7,E,H,M,3,A,U,2
other,R2,40,,U,other,3,D,R,2
CA,U1,3,E,H,F,3,A,U,1
other,T1,35,E,H,M,3,D,T,1
MI,R2,44,,U,M,Not matched,B,R,2
IL,U3,8,I,U,F,Not matched,A,U,3
other,T2,40,,U,M,2,D,T,2
MO,S1,14,E,H,M,3,B,S,1
NC,C2,27,E,H,M,3,B,C,2
other,R2,46,E,H,F,2,D,R,2
CA,U2,5,,H,other,3,A,U,2
IN,T2,36,,U,M,3,B,T,2
CA,U1,3,E,H,M,3,A,U,1
CA,S2,17,E,H,M,3,A,S,2
WI,S1,12,E,H,M,3,B,S,1
MI,T2,40,E,U,F,3,C,T,2
other,U2,7,E,H,F,3,B,U,2
TX,S1,14,E,H,F,3,A,S,1
CA,T2,39,,H,M,3,B,T,2
NC,T1,34,E,U,F,3,B,T,1
IL,U1,3,E,H,F,3,A,U,1
other,T2,39,E,H,F,2,B,T,2
IN,C3,31,,H,F,3,C,C,3
CA,R2,43,E,U,F,2,C,R,2
TX,S2,19,E,H,M,2,B,S,2
CA,R2,48,E,H,F,2,B,R,2
CA,U3,8,E,H,F,3,A,U,3
FL,C2,29,,U,F,Not matched,A,C,2
WI,R2,49,E,U,M,2,D,R,2
CA,S2,20,I,H,F,1,A,S,2
CA,U4,10,E,H,F,3,A,U,4
other,R2,44,,U,F,Not matched,B,R,2
TX,R2,49,,U,F,2,D,R,2
other,T3,41,E,H,M,2,D,T,3
other,S2,18,,U,M,Not matched,B,S,2
other,U2,5,E,H,F,1,B,U,2
FL,S2,20,E,H,F,1,B,S,2
TX,U2,7,,U,F,Not matched,B,U,2
TX,S2,17,E,H,F,3,B,S,2
CA,U1,2,E,H,M,3,B,U,1
other,T2,40,,H,F,2,C,T,2
other,C1,24,E,U,F,1,B,C,1
other,C1,24,E,H,M,3,B,C,1
FL,S1,15,,U,F,Not matched,B,S,1
CA,U1,2,E,H,M,2,A,U,1
other,R2,40,,U,M,Not matched,A,R,2
CA,U2,6,,U,F,3,A,U,2
CA,S1,12,I,U,M,Not matched,A,S,1
IL,U2,5,,U,M,Not matched,A,U,2
CA,U1,3,,H,M,1,A,U,1
FL,C1,23,,U,F,Not matched,C,C,1
TX,T1,35,E,H,M,3,A,T,1
other,C1,24,E,H,M,3,B,C,1
CA,U1,1,,U,M,Not matched,A,U,1
FL,C2,28,I,U,F,Not matched,B,C,2
MI,U2,5,E,H,F,2,A,U,2
other,T2,40,E,H,F,3,A,T,2
NC,C1,24,E,H,M,3,B,C,1
CA,U3,8,E,H,M,3,A,U,3
FL,C2,29,E,H,F,2,A,C,2
other,C1,24,E,H,F,2,C,C,1
CA,T2,40,E,H,F,2,B,T,2
other,T1,34,I,U,F,Not matched,B,T,1
other,R2,40,,U,M,Not matched,C,R,2
other,S1,11,E,H,M,3,A,S,1
other,T2,40,E,U,M,1,C,T,2
other,R2,43,E,U,M,2,D,R,2
other,R2,45,E,H,F,2,D,R,2
CA,T2,36,,U,F,Not matched,C,T,2
other,T1,34,,U,F,1,D,T,1
other,C1,24,E,H,M,3,B,C,1
other,T2,40,I,U,F,Not matched,B,T,2
IL,T3,41,E,H,M,3,D,T,3
other,S2,16,E,H,F,3,B,S,2
CA,U3,9,,U,F,Not matched,A,U,3
CA,U1,2,I,H,other,3,A,U,1
CA,R2,44,E,H,M,1,C,R,2
TX,R2,48,E,U,F,2,D,R,2
other,R2,40,,U,M,1,C,R,2
CA,T1,35,E,H,M,1,B,T,1
other,T2,36,,U,M,Not matched,C,T,2
FL,U2,6,E,H,M,2,A,U,2
CA,C2,27,E,H,M,3,C,C,2
WA,T2,39,E,H,F,2,A,T,2
CA,U3,8,,U,F,Not matched,A,U,3
CA,T1,35,E,H,M,3,B,T,1
CA,U3,8,E,H,M,2,B,U,3
GA,R2,47,E,H,M,2,D,R,2
other,C3,30,E,H,F,3,B,C,3
CA,C1,24,E,H,F,3,A,C,1
TX,C3,30,E,H,M,3,C,C,3
MI,T2,40,E,H,M,2,A,T,2
CA,S2,17,E,H,F,2,B,S,2
other,R2,49,I,U,F,Not matched,D,R,2
other,R2,49,I,H,M,3,B,R,2
other,T2,37,E,H,M,3,C,T,2
GA,S1,12,E,H,F,3,A,S,1
MO,C1,24,,U,F,Not matched,A,C,1
CA,R2,45,E,U,F,2,B,R,2
TX,S1,15,I,U,M,Not matched,A,S,1
IN,T2,40,,U,M,3,C,T,2
CA,T1,35,I,U,F,3,B,T,1
WI,R2,49,E,H,M,2,D,R,2
other,R2,45,,U,M,2,D,R,2
other,C2,27,,U,F,Not matched,D,C,2
FL,U1,2,E,H,F,3,A,U,1
other,C3,32,E,H,F,3,B,C,3
IN,S1,11,,U,F,Not matched,B,S,1
MI,S2,17,,U,M,Not matched,C,S,2
CA,C1,23,,U,other,1,B,C,1
GA,T2,39,,U,F,Not matched,D,T,2
TX,S1,14,E,H,F,3,A,S,1
WA,S1,13,I,U,F,Not matched,C,S,1
other,U4,10,,H,other,3,B,U,4
other,S1,12,E,H,F,3,A,S,1
CA,T1,35,E,H,F,3,A,T,1
WA,S2,16,,H,M,3,B,S,2
TX,U1,3,E,H,F,1,A,U,1
other,C1,24,E,H,M,3,B,C,1
IL,S3,21,E,H,F,3,B,S,3
MI,T2,40,,U,F,Not matched,A,T,2
other,S3,21,I,U,M,Not matched,B,S,3
CA,R2,46,,U,M,Not matched,A,R,2
other,R2,40,I,U,F,Not matched,D,R,2
TX,R1,42,,H,F,2,C,R,1
IN,R2,46,,U,F,3,D,R,2
FL,C3,30,E,U,F,1,B,C,3
TX,R3,52,E,U,F,2,D,R,3
other,R1,42,E,U,F,3,D,R,1
other,R1,42,,U,M,Not matched,D,R,1
MI,S3,21,E,U,F,1,A,S,3
other,C1,24,I,H,F,2,B,C,1
FL,U2,4,E,H,M,1,A,U,2
other,S2,16,E,H,M,3,B,S,2
other,S1,14,E,H,F,3,B,S,1
NC,R2,46,,U,F,Not matched,D,R,2
other,R2,43,I,U,F,2,D,R,2
MO,U4,10,E,H,F,3,A,U,4
other,T3,41,E,U,M,2,C,T,3
CA,S1,14,E,H,F,3,A,S,1
other,S2,17,,U,M,Not matched,B,S,2
NC,T1,35,E,H,F,3,B,T,1
CA,S2,17,E,H,M,3,A,S,2
other,R3,51,,U,F,Not matched,D,R,3
FL,C2,28,,U,M,Not matched,B,C,2
IL,S1,13,E,H,M,2,A,S,1
other,R2,43,E,H,M,3,B,R,2
CA,U1,1,E,U,F,2,A,U,1
other,T2,37,E,H,F,3,B,T,2
other,R2,44,E,H,F,3,C,R,2
IN,T2,36,E,U,M,2,D,T,2
other,R2,44,E,H,M,2,D,R,2
TX,S1,11,E,H,M,3,B,S,1
other,T2,40,,H,M,2,B,T,2
other,R2,40,E,U,M,1,B,R,2
other,C1,24,,H,M,1,B,C,1
CA,T1,34,,U,F,Not matched,C,T,1
FL,T3,41,E,H,F,2,B,T,3
other,T2,38,E,H,F,3,D,T,2
other,S1,11,I,H,M,3,B,S,1
MO,S2,16,,U,F,Not matched,B,S,2
other,C1,24,E,H,M,3,B,C,1
other,R2,49,I,H,F,2,D,R,2
other,T2,40,E,U,F,3,B,T,2
CA,S1,11,I,U,F,Not matched,A,S,1
IL,T2,36,E,H,M,3,B,T,2
NC,C3,30,E,H,F,3,D,C,3
MO,C1,22,E,H,M,3,A,C,1
IL,S1,12,,U,F,Not matched,A,S,1
CA,S1,15,,H,F,1,A,S,1
